H,albedo,rot_per,spec_B
12.32,0.074,1.8022542063206966,C
12.29,0.379,1.9048797994973214,S
12.68,0.042,2.110455595209005,C
11.54,0.242,3.0950797470546894,S
13.13,0.344,1.7797121913173786,S
15.32,0.4328,3.295836866004329,S
12.16,0.0232,2.4895624613241942,X
12.52,0.284,2.8112082932048366,A
10.41,0.045,1.7904252462149184,D
11.68,0.059,1.8976198599275322,C
12.88,0.404,2.1330889379938407,S
12.02,0.049,1.5756742822812912,C
11.82,0.181,2.506341930508065,S
11.06,0.072,2.8981194446869907,T
13.4,0.27,3.1112906141882632,S
11.74,0.209,1.395452298904656,S
12.42,0.13,3.1219242987917504,X
11.97,0.177,2.3757426136117723,S
12.98,0.065,3.5263605246161616,C
13.25,0.074,2.9771608879685556,C
12.73,0.713,3.4974162394026984,C
12.46,0.227,1.3935182062092102,C
11.43,0.206,2.264052143277262,X
11.73,0.213,4.152613470346076,S
11.95,0.171,2.63605282059496,L
12.16,0.293,1.9864665082976416,S
12.61,0.348,2.0014800002101243,R
12.48,0.236,2.3456445824544927,S
11.14,0.057,2.5552097736304242,C
13.01,0.319,2.5044641490035313,S
11.93,0.113,2.7778871606909896,B
11.71,0.284,1.9307094878794364,S
12.28,0.044,2.5135750881356853,X
11.62,0.368,3.3021134234382563,S
12.87,0.291,2.2096690449677254,S
12.9,0.213,1.423855043337774,S
13.54,0.33,4.947269418474436,A
11.61,0.116,3.6231936083844807,C
12.06,0.238,4.859812404361672,S
13.04,0.468,1.441492521584653,S
11.97,0.05,2.93651291389402,C
13.22,0.079,1.5288784045756834,B
11.02,0.055,2.403244576093223,L
11.87,0.288,3.8918202981106265,S
12.07,0.142,1.3425253199871843,C
12.76,0.283,2.926167810168082,S
13.24,0.346,1.8118888405232207,V
12.23,0.252,3.2915685102616417,S
12.81,0.124,3.951493687336635,S
11.96,0.281,1.5703643884479621,A
12.0,0.301,2.2760357577605093,S
11.76,0.273,1.7894234094305073,X
13.28,0.293,2.928523523860541,V
12.93,0.041,2.928523523860541,C
12.76,0.287,1.6378309869353183,V
13.31,0.05,1.9604468347462058,B
12.07,0.099,2.42559886888919,X
12.45,0.264,1.6957990780821437,V
11.99,0.159,2.3775534092313513,X
11.06,0.072,2.5650262775800314,D
12.84,0.392,2.2622837962205202,S
13.58,0.526,1.5338497684432548,V
10.72,0.1337,2.108757596013889,X
13.3,0.049,3.4607296423634897,C
13.06,0.0552,3.4339872044851463,S
11.96,0.175,2.2238232313535646,X
15.15,0.066,4.821659647871396,B
12.94,0.257,1.4187615512573921,S
12.38,0.256,1.8753037316049852,V
11.75,0.05,1.964591700000894,B
12.36,0.213,6.966967138613983,S
12.47,0.12,1.6530910953555034,X
12.96,0.596,1.2914890538459787,V
12.18,0.084,1.8429277558024546,B
13.16,0.259,1.8336049398179495,S
11.65,0.204,3.544431549748063,A
11.84,0.162,1.9578387199205871,C
12.02,0.305,2.6116861328191265,A
13.04,0.221,4.545738602218665,L
13.25,0.848,2.4595888418037104,X
11.93,0.236,2.5769539363837013,S
13.42,0.373,1.4314589130742643,S
12.55,0.21,2.1524352325383918,S
13.39,0.228,5.303304908059076,S
12.97,0.646,1.8397556674963105,C
12.37,0.412,2.174751721484161,V
14.0,0.073,5.4638318050256105,B
13.46,0.044,1.4953729561461278,C
12.48,0.247,2.8542263112598114,S
13.07,0.353,3.7223625849304844,V
13.04,0.057,2.286455711064162,C
13.68,0.037,2.1881838326840706,B
10.93,0.044,2.9565235603287103,T
12.09,0.042,4.3983305013804115,B
14.21,0.284,1.5348208260883545,S
12.3,0.324,1.5557417334302395,S
12.01,0.237,2.6239436918052106,S
12.67,0.231,4.6631937810064,S
12.86,0.149,2.178155014615869,L
12.43,0.358,1.858483101270963,V
12.84,0.097,1.784521672791416,C
13.3,0.105,1.5076266462874155,S
12.65,0.169,1.8924038815321722,T
12.9,0.07,5.476881874464279,X
12.3,0.15,2.453071926267982,D
13.05,0.272,1.309305319591755,S
13.02,0.251,4.88507207112091,S
12.43,0.282,1.8913030995643165,S
12.05,0.115,2.9816333491744893,X
13.15,0.241,1.4996475996968883,S
10.28,0.03,2.70805020110221,C
14.08,0.247,3.4339872044851463,S
10.49,0.051,2.6386072283348736,X
11.88,0.358,1.6488509147909354,S
12.86,0.456,1.903712208355127,V
13.82,0.097,1.5392729257169713,C
11.82,0.155,1.4182774069729414,T
11.75,0.11,2.430855169134581,C
14.34,0.101,1.449269160281279,C
11.83,0.257,1.987120639529813,S
13.46,0.315,3.6131559469167067,S
12.37,0.292,1.4816045409242156,S
11.0,0.211,2.056569458419847,K
13.18,0.05,3.2188758248682006,B
12.6,0.179,1.9820216379722526,S
11.9,0.216,3.4175299429497152,S
12.25,0.067,2.6267678364825215,X
13.92,0.115,2.1428857142363706,B
12.8,0.147,1.640071864650059,X
12.38,0.178,4.846130079514215,S
10.86,0.1417,1.7623306585372427,K
11.79,0.044,2.5528767762272673,C
13.89,0.479,1.7080154757950943,S
13.25,0.218,1.335698192105025,S
12.4,0.066,2.134462255599904,C
13.27,0.209,1.7574957830240625,S
13.2,0.124,3.7817594105889647,C
12.82,0.044,3.3446270301737613,C
15.3,0.64,1.9036436593731272,X
13.45,0.313,1.6180011430945882,S
14.08,0.231,1.2113753378426773,S
11.61,0.237,3.0181784623838213,S
12.85,0.96,2.0153029405635916,X
12.58,0.304,1.9561998848217972,S
12.07,0.071,1.8536382062739203,C
13.91,0.283,1.425515074273172,C
11.6,0.132,1.9617834982116034,C
14.99,0.42,1.391530627915137,S
14.38,0.1066,1.5269254908596361,B
13.46,0.25,3.3666059368925363,S
11.69,0.136,2.4082055748577296,X
11.72,0.045,3.5277419229871114,X
11.01,0.05,2.0379552640724174,D
13.61,0.184,1.7142873575176059,S
11.33,0.073,2.030776369698555,T
13.56,0.341,1.37277843106637,S
11.25,0.151,2.9802124618959542,X
14.34,0.132,1.7855737101409688,L
15.34,0.22,4.330733340286331,K
13.11,0.282,2.118782439918293,S
13.99,0.444,1.7752912765207476,V
13.73,0.408,1.2539337114797062,S
13.09,0.221,1.8658769651459495,S
8.41,0.055,2.08954037635725,T
12.27,0.041,5.236441962829949,C
12.23,0.319,1.3917544277892513,S
13.73,0.183,2.1499000053283974,S
12.51,0.101,2.3608540011180215,X
14.11,0.125,1.4482435171182118,C
12.5,0.212,2.1878474155236223,S
12.47,0.318,1.3760192525321433,S
12.66,0.045,2.144643904925469,C
13.26,0.271,2.118782439918293,S
11.88,0.207,2.959742335820836,S
12.35,0.307,1.653665302009109,S
12.07,0.224,2.1132389212631266,X
13.67,0.25,1.8670833685093422,S
13.41,0.212,2.7356653681351832,C
13.26,0.132,1.4904291258518982,T
8.42,0.044,2.1635528842984884,X
12.7,0.245,1.5803180138602484,S
12.92,0.171,2.3243465847755584,S
12.32,0.303,2.3885792861609065,S
13.34,0.281,1.9617834982116034,S
11.58,0.096,1.6012041075069967,C
12.2,0.3,1.9779485375484989,S
12.98,0.208,5.7745515455444085,S
12.4,0.229,1.9769934474690447,S
14.11,0.197,1.9154509415706047,V
12.42,0.234,1.5589863689380021,S
13.03,0.03,2.0366645123237777,D
12.79,0.05,2.8065673542780285,C
13.14,0.056,1.8892339718617566,B
13.18,0.047,2.2159372862683733,X
12.22,0.12,1.9907469306645056,X
13.05,0.194,1.46840416165338,S
13.85,0.224,1.2669588710294792,S
13.11,0.044,3.4945389583716358,C
13.78,0.055,3.0106208860477417,B
12.9,0.359,1.4668161847682666,O
12.61,0.239,1.4502311387461444,S
11.22,0.071,2.740259210124226,C
12.5,0.059,1.728642159912577,C
11.65,0.069,3.1258390588992064,B
13.34,0.238,1.3178281366443394,S
12.39,0.065,2.0784410413462524,X
16.5,0.16,1.3097642271299412,C
12.02,0.309,2.5079230615904575,S
12.84,0.253,1.6455769590499736,S
14.02,0.0504,2.5572273113676265,C
12.52,0.059,2.045626193185105,X
11.78,0.046,4.079569276639947,C
14.93,0.515,5.428468051013081,X
12.63,0.233,2.7335229970752413,S
12.66,0.243,2.3701502791564697,X
12.7,0.131,2.198756736314296,C
11.69,0.325,2.336116576202838,S
11.72,0.189,2.066862759472976,K
11.9,0.051,1.731478538343125,X
12.6,0.288,1.4168235661547137,S
13.18,0.046,1.962626787088001,C
15.42,0.365,3.343211566796835,Q
12.04,0.0297,2.220615530126795,X
13.6,0.507,4.036379941131463,X
11.59,0.326,2.0256451170741667,S
12.95,0.036,3.2286677273306696,C
12.8,0.418,1.5769147207285403,V
12.34,0.32,2.968720724307141,S
13.4,0.289,1.367977629333993,S
12.07,0.097,1.9579459981863956,C
15.2,0.657,1.1730701995861195,S
12.76,0.285,1.9035989509835904,S
13.68,0.324,2.5877640352277083,S
12.07,0.358,1.547562508716013,S
13.49,0.257,1.7083778602890038,S
12.2,0.0393,1.7453664296583444,C
13.55,0.211,1.7544036826842861,S
13.44,0.294,1.5249687558076506,S
11.82,0.168,2.6623552418400807,L
13.19,0.398,1.3291947690793178,V
12.79,0.229,6.296077480219744,S
11.71,0.172,1.9620646735262635,S
12.42,0.29,2.558002204858551,S
13.09,0.349,2.2703263291342783,S
12.95,0.088,3.0452840523832387,X
12.89,0.419,1.2465149185916051,S
12.98,0.055,1.9173636913629237,C
13.39,0.413,1.8341801851120072,V
12.13,0.294,3.3792789175611326,S
17.45,0.23,1.6912040572132945,V
13.11,0.339,1.7004114297687496,S
12.33,0.61,2.5091682752077995,X
11.41,0.058,1.8797703465507682,C
11.77,0.046,2.8148816344300327,X
11.61,0.106,1.667329390849878,X
13.75,0.256,1.9007633398006798,S
18.5,0.52,3.8155121050473024,O
13.12,0.11,6.556001065509558,C
12.71,0.352,1.6208796059005262,S
12.9,0.473,1.327594760261113,S
14.9,0.31,2.137120653266514,V
13.48,0.384,1.6106371930095824,S
13.6,0.029,1.6166756566574048,C
12.89,0.277,1.567619588409068,S
12.2,0.169,3.151495937536888,C
13.84,0.245,3.6672216069611334,S
12.48,0.03,2.44746435431213,C
13.15,0.348,5.6240175061873385,A
12.44,0.091,2.5661025384465286,C
12.52,0.0695,2.9377429263492196,C
15.29,0.405,5.176149732573829,S
12.3,0.215,1.390759378079049,S
14.18,0.097,1.5172129683915831,S
12.97,0.338,1.27592130363852,V
12.23,0.097,2.9835078589312682,C
14.97,0.37,1.51248638635765,S
12.86,0.412,2.6100697927420065,V
12.37,0.209,1.5837508054981155,S
13.2,0.056,1.9062630593021614,C
12.93,0.119,1.3372879235650559,S
14.91,0.087,1.4444099556051386,C
13.49,0.262,6.231628427340911,S
13.42,0.128,1.6210502277622663,C
13.53,0.269,1.8708786736806542,S
12.36,0.038,1.9669724867847147,C
13.38,1.0,1.630220451616629,C
12.91,0.256,3.295836866004329,S
11.83,0.097,4.84860252091515,S
12.9,0.2306,1.4574515554362186,X
12.76,0.155,2.145463337221833,S
16.08,0.054,1.982655272992144,O
12.79,0.058,2.127278871093996,C
11.71,0.29,3.1326728483076036,S
12.37,0.183,1.6918654664074115,X
12.22,0.12,3.4523023249794234,X
13.36,0.388,1.7056095392681825,S
12.83,0.263,1.876376314947934,S
13.46,0.043,2.6566165459873603,C
12.19,0.36,1.4293059567131383,S
12.76,0.118,2.079691510435043,S
11.95,0.056,2.751939486671931,X
13.39,0.35,1.35247901262516,S
11.44,0.136,3.731220294603461,X
13.07,0.31,1.358409157630355,S
13.71,0.389,1.370164979190007,S
12.08,0.265,3.1406980438041767,S
12.88,0.064,2.5373409596364214,C
13.88,0.54,2.213644583697398,S
11.93,0.039,2.1636677938073765,X
14.04,0.179,3.2378938307039626,X
12.8,0.29,5.161351511474879,S
13.43,0.952,5.457029057702858,S
13.33,0.091,2.896033477846873,C
13.39,0.224,1.603077729281418,L
12.07,0.278,1.5594069788285354,S
11.23,0.224,2.3041838143577427,S
11.52,0.207,3.3072529354856135,S
13.59,0.331,1.5882142759824736,S
18.75,0.55,2.783460657987637,X
13.88,0.177,4.05560373390567,S
13.82,0.699,2.3775997967994913,B
13.75,0.244,1.2748039850865274,S
12.67,0.35,1.641711472984396,S
13.23,0.381,1.8243879887197822,A
13.61,0.485,3.8575668196320874,S
12.78,0.164,2.4380770624312023,C
13.8,0.423,1.9286186519452522,S
12.11,0.092,1.6113161474458728,D
11.91,0.349,3.708191765146309,S
14.1,0.069,3.6712245188752153,X
12.84,0.213,4.537394430657536,S
13.16,0.584,1.5210437616715051,S
13.44,0.514,1.3667801922155882,X
12.25,0.129,2.6871669901857858,C
13.83,0.446,3.2051824977361982,S
13.91,0.454,1.5871923034867808,S
13.08,0.143,1.8243879887197822,X
13.24,0.202,1.4770487243883548,X
12.67,0.337,1.31458351356589,S
13.31,0.182,1.3956331188617275,X
13.52,0.414,2.191206505010656,S
13.55,0.278,1.8007192105995269,S
13.65,0.422,1.7332471981603867,S
12.97,0.142,1.6443107256159148,L
14.47,0.366,1.4214201630952648,S
13.45,0.061,1.519928873427396,C
13.07,0.265,3.1570429734362415,S
13.54,0.218,4.77912349311153,S
12.55,0.176,2.569247798221751,S
15.05,0.132,1.3589231643237587,S
13.18,0.316,1.4893472161759727,B
12.93,0.298,2.91235066461494,S
12.83,0.158,2.4060438013622756,S
13.84,0.4,1.6170091779304185,S
13.12,0.32,1.539701907749203,S
12.76,0.034,2.421256622711544,C
13.26,0.051,2.740840023925201,X
12.73,0.071,2.6823904543216326,C
14.12,0.301,2.2792141066708056,S
12.83,0.425,1.3452119160186606,R
12.11,0.081,2.036599278624025,B
11.95,0.222,2.9787488685135775,S
12.99,0.388,1.5692407226826872,S
14.04,0.227,1.310034074398026,O
14.06,0.352,2.8119296204782382,S
14.03,0.283,1.8464938363281067,S
12.98,0.146,2.1712968968077835,S
12.79,0.27,1.5822722443613308,S
11.56,0.202,2.372111155642656,B
13.56,0.383,1.8190957387475701,S
13.29,0.288,4.5031374604229395,S
12.24,0.154,2.5717263417405607,B
12.87,0.393,1.8980695339214695,V
14.66,0.528,1.3994573476461716,S
16.1,0.182,1.305680657125645,S
12.14,0.21,1.5164450455849356,X
13.63,0.215,2.2040898462449463,S
13.12,0.057,3.2371085931292605,C
12.45,0.123,2.73696154459663,B
13.24,0.041,1.5690741462445392,C
13.36,0.07,2.9699015135194693,B
13.43,0.092,2.995732273553991,C
12.94,0.284,4.4790399088438795,S
12.81,0.101,4.008205531900178,S
12.33,0.299,1.5991855359697489,S
14.4,0.533,1.2666095181739108,S
12.97,0.036,3.079641343361097,C
11.8,0.056,3.269568939183719,C
12.92,0.272,1.3748794583045922,S
13.01,0.101,2.838200885567255,X
13.42,0.364,1.3029127521808397,S
12.49,0.222,1.4619119075784792,L
13.79,0.381,1.4350845252893227,S
12.69,0.269,2.734497371117058,S
13.46,0.112,2.0739037363014003,C
12.04,0.324,1.4405457759518066,S
13.89,0.32,1.8004218423067078,S
12.74,0.162,2.1381301730284488,X
17.36,0.48,1.8464843689173016,V
12.32,0.328,1.5429775457338306,S
14.04,0.291,6.037870919922137,A
15.51,0.223,1.4350607154820618,U
12.3,0.297,1.9662728435741978,S
11.74,0.24,1.4788735424129837,S
13.28,0.041,1.791759469228055,B
14.94,0.36,4.343805421853684,X
12.99,0.297,1.6195525862178728,S
15.96,0.331,1.2992648021467876,Q
14.99,0.156,1.7841136476191657,S
13.77,0.411,2.4501426573516603,S
15.1,0.14,1.2734055790412728,S
12.36,0.306,1.6932274381637837,S
12.34,0.401,1.3264700439742247,S
13.82,0.285,2.07493138620195,S
12.9,0.353,4.380149874661021,S
13.26,0.444,1.3077975412791345,S
14.01,0.066,2.091589950039156,C
12.41,0.399,1.6172076496984609,C
12.8,0.082,2.080353625604804,C
14.08,0.227,1.3180422866036663,S
19.22,0.151,1.9496175538436353,Q
12.73,0.151,1.8562979903656263,B
12.88,0.072,2.7156876282314215,C
12.96,0.03,4.738826570800765,C
16.82,0.158,1.268861264227795,V
13.3,0.052,3.372722458478092,C
13.1,0.143,1.3571229838196106,K
12.78,0.188,2.145988591248037,S
13.24,0.299,2.6790881541001665,S
13.26,0.165,1.2354569363959536,S
16.96,0.235,1.6505030773860294,S
12.95,0.414,1.3517029163502716,S
13.15,0.065,2.309203145295621,C
16.58,0.277,1.280906067298477,S
13.37,0.053,3.301406511875851,C
12.88,0.221,3.452524008827496,S
12.81,0.419,2.5494451709255714,S
17.34,0.075,1.2207119203302124,S
15.19,0.257,1.205072199769237,U
15.24,0.452,1.319352955366009,V
13.34,0.076,2.580216829592325,C
15.93,0.154,3.216833741233976,O
13.24,0.181,5.637891928833916,S
16.47,0.217,1.7655865949240317,U
14.84,0.155,4.585987366571318,S
12.8,0.036,3.17242971126439,C
6.55,0.045,2.079941416721487,D
13.8,0.114,1.557934069566985,K
13.37,0.21,1.3739687114292538,S
15.17,0.19,2.2508495955859917,K
16.36,0.318,3.6788291182604347,S
15.22,0.112,2.0154362117039235,S
18.38,0.142,4.30406509320417,S
12.95,0.075,3.0780493160432045,X
12.95,0.04,2.882059529065415,X
17.87,0.511,3.5451245504687985,S
18.77,0.14,1.1820338968071822,C
16.86,0.02,5.190175207928333,C
15.75,0.22,2.3365033111975064,S
16.87,0.037,2.8619151258196514,X
17.0,0.34,2.043036859786036,S
13.85,0.123,1.8426109993854884,S
16.75,0.052,1.7781675157085879,B
16.85,0.408,1.2874680068129958,S
17.01,0.772,1.4490343909410766,X
16.3,0.089,1.8890374086925255,L
15.54,0.214,1.7845166364584706,S
16.61,0.244,2.394069783116224,S
16.16,0.376,3.851848282392076,S
19.62,0.033,2.168596452990729,B
19.09,0.042,4.02535169073515,C
15.42,0.168,3.018031781048758,S
18.1,0.32,3.3700506526653187,S
17.07,0.056,2.1591534254063953,K
20.27,0.095,2.0199568948449436,X
15.95,0.14,4.81380905109942,Q
17.35,0.098,1.9960599327407849,S
17.48,0.301,1.392251581594017,S
15.8,0.246,3.7269697208610713,S
19.09,0.35,3.4518904959776733,S
16.34,0.163,1.9972820117848622,S
16.63,0.234,1.2023715229589622,S
20.21,0.044,1.666963336695262,B
16.76,0.411,1.275362800412609,S
16.72,0.027,1.5953389880545987,X
16.06,0.373,3.8918202981106265,Q
19.18,0.52,1.8256776874315157,S
19.71,0.287,3.4965075614664802,X
16.55,0.022,4.836281906951478,C
16.3,0.237,1.6364108499355265,Q
19.3,0.129,1.795419430059542,X
18.78,0.25,2.244955980157409,S
19.55,0.045,2.1555480511410834,C
18.59,0.115,2.34784522439891,O
19.97,0.173,1.235180731450129,C
18.16,0.161,4.23410650459726,T
18.31,0.072,1.5247946383649957,C
18.34,0.055,2.054380111084465,X
16.95,0.353,1.998773638612381,S
18.51,0.21,1.5375121728625116,S
17.2,0.383,1.463023893978564,Q
19.21,0.11,1.8115620965242347,X
17.64,0.223,1.2582621061976473,S
14.38,0.181,1.7579441207333244,X
16.94,0.301,2.0240609583270306,S
21.6,0.143,1.2365464747574237,Q
20.1,0.023,1.308332819650179,X
